marka,model,il,yurus,muherrik,qiymet
Mercedes,C 240,1997,328523,2.4,10000
Land,Rover Discovery,2017,162000,3.0,45000
LADA,(VAZ) 21011,1972,219000,1.3,2200
BMW,530,2019,48000,2.0,52360
Mercedes,E 240,2000,330000,2.6,16800
Hyundai,Elantra N Line,2023,11000,1.6,41600
HOWO,Sinotruk,2021,120000,9.7,70000
Changan,Uni-Z,2025,0,1.5,34800
BMW,530,2022,29975,2.0,65450
LADA,(VAZ) 2107,2005,256666,1.6,4700
Ford,Transit,2015,385000,2.2,22800
Mercedes,C 180,1999,550000,1.8,14000
Changan,Uni-Z,2025,0,1.5,34800
Kia,Forte,2015,116000,1.8,18900
JETOUR,T2,2025,0,1.5,56100
Land,Rover Discovery,2018,107000,3.0,81600
Kawasaki,Z1000,2019,21600,10003,18420
Land,Rover RR Sport,2017,76000,3.0,63900
Toyota,Camry,2018,95000,2.5,43700
Chevrolet,Cobalt,2025,0,1.5,18500
Toyota,Camry,2025,0,2.0,57460
Kia,Sorento,2024,16000,1.6,71500
Changan,Uni-Z,2025,0,1.5,34900
Mitsubishi,Pajero,2008,265000,3.0,24500
Nissan,Maxima,1999,320000,3.0,7400
Hyundai,Sonata,2021,14800,1.6,43500
Skoda,Kamiq,2024,0,1.0,38900
Hyundai,Sonata,2015,226000,2.0,28400
BMW,740,2025,0,3.0,287000
Toyota,RAV4,2025,0,2.5,74970
Mercedes,G 500,2001,150000,5.0,51850
Ford,Mustang,2015,109000,2.3,30500
Toyota,RAV4,2022,34000,2.0,51000
Toyota,Land Cruiser,2012,135000,4.0,59500
Kia,Sorento,2016,163000,2.0,36500
LADA,(VAZ) 2106,2005,254444,1.6,5800
Kia,Forte,2017,123115,2.0,21700
Mitsubishi,3000 GT,2000,287649,3.0,8500
LADA,(VAZ) Granta,2022,104800,1.6,16300
Saipa,Saina,2020,70426,1.5,12790
Chevrolet,Aveo,2011,293000,1.4,8700
Hyundai,Santa Fe,2009,156480,2.0,22200
Hyundai,Avante,2016,209000,1.6,24400
Chevrolet,Cruze,2015,134000,1.4,13800
Infiniti,QX70,2014,207000,3.7,29000
Toyota,RAV4,2025,0,2.5,57400
Mercedes,Sprinter 311,2007,350000,2.2,23800
Chevrolet,Cruze,2015,215000,1.4,16300
Hyundai,Venue,2021,98000,1.6,26000
Geely,Monjaro,2025,0,1.5,47600
Nissan,Teana,2008,177200,2.5,9500
Suzuki,Grand Vitara,2008,225486,2.7,9900
Hyundai,Elantra,2013,168016,1.8,17100
Nissan,Sentra,2014,202000,1.8,14800
Kia,Forte,2020,76000,2.0,20500
Tofas,Sahin,2002,180000,1.6,6500
BYD,Song L,2025,0,1.5,49300
JETOUR,T2,2024,15400,1.5,51000
LADA,(VAZ) 2107,2007,291171,1.6,5400
Land,Rover Defender,2020,112654,2.0,112200
BMW,530,2018,108000,2.0,47600
Toyota,Land Cruiser,2014,187000,4.0,74460
Toyota,Camry,2025,0,2.0,50660
Changan,Deepal S7,2025,2700,1.5,39900
BMW,330e,2023,42000,2.0,76500
Mercedes,C 200,2002,201697,2.0,9800
Mercedes,Vito,2006,780000,2.2,21500
Hyundai,Sonata,2007,258000,2.4,12800
Hyundai,Elantra,2019,50000,2.0,25300
Hyundai,Elantra,2020,55000,2.0,26900
Volkswagen,Tiguan,2013,155000,2.0,15900
Opel,Astra,2008,381000,1.9,11900
Toyota,Prius,2006,400000,1.5,11800
Changan,Qiyuan Q05,2025,0,1.5,30100
Hyundai,Sonata,2010,250000,2.4,17600
Mercedes,G 63 AMG,2013,155000,5.5,81600
Mercedes,E 220,2015,195000,2.1,28500
Infiniti,QX55,2022,24000,2.0,54060
Mercedes,E 300,2019,91000,2.0,60350
Toyota,Highlander,2025,0,2.5,90950
Changan,Qiyuan Q07,2025,0,1.5,39800
Kia,Forte,2016,87000,2.0,19700
Hyundai,Santa Fe,2010,217000,2.0,22700
Chevrolet,Trax,2018,100801,1.4,18300
Nissan,Note,2016,69000,1.2,16500
Changan,Qiyuan A05,2024,0,1.5,25200
Mercedes,E 350,2006,287000,3.5,18900
LADA,(VAZ) 2107,2010,134000,1.6,7400
Hyundai,Santa Fe,2013,183111,2.0,28800
Opel,Astra,2005,180086,1.4,11300
BMW,328,2014,197000,2.0,24000
BYD,Destroyer 05,2025,0,1.5,22700
Volkswagen,Passat,2000,245000,2.8,15000
Lexus,LX 570,2013,218000,5.7,59500
Ford,Transit,2011,178000,2.2,22700
Kia,Sorento,2023,13000,1.6,65400
BYD,Destroyer 05,2025,0,1.5,24500
Li,Auto L7,2025,0,1.5,71400
Kia,Sorento,2017,160000,2.0,34900
Mercedes,E 270,2000,370155,2.7,12700
Changan,Uni-Z,2024,0,1.5,32000
Ford,Transit,2017,331000,2.2,33800
Mercedes,E 500,2002,386255,5.0,17500
Toyota,RAV4,2021,52000,2.0,48900
Mercedes,C 200,1998,395000,2.0,12000
Toyota,Land Cruiser Prado,2009,142000,2.7,33500
Toyota,Yaris,2019,77000,1.5,19800
Ford,Transit,2011,178000,2.2,22700
Kia,Sorento,2023,13000,1.6,65400
BMW,520,2015,198000,2.0,34700
Mercedes,E 220,2006,260000,2.2,17800
Kia,Sorento,2018,98700,2.0,43800
LADA,(VAZ) 2106,1985,695636,1.6,2500
Toyota,Land Cruiser Prado,2008,229000,2.7,27500
Toyota,Prius,2008,365123,1.5,9500
Land,Rover RR Sport,2019,107100,3.0,103700
Hyundai,Santa Fe,2018,222089,2.0,28500
Kia,Sorento,2017,159000,2.2,41000
LADA,(VAZ) 2107,1991,360000,1.6,3700
Ford,Fusion (North America),2019,95000,1.5,21000
Opel,Vectra,1996,241821,1.8,4200
Kia,Sportage,2004,28000,2.0,14800
LADA,(VAZ) 2107,2006,300000,1.6,5400
Mitsubishi,Outlander,2022,35000,2.5,41500
Kia,Sorento,2023,7000,1.6,61625
Mercedes,E 300,2018,111000,2.0,49500
FAW,Tiger VN,2024,0,2.3,41500
Land,Rover Range Rover,2005,305773,4.2,20000
Toyota,RAV4,2023,9700,2.0,49700
BMW,530,2005,185000,3.0,16800
Baic,X7,2024,0,1.5,45900
Changan,Uni-Z,2025,0,1.5,33900
Changan,Uni-V iDD,2025,0,1.5,29990
BMW,760,2012,37000,6.0,169244
Ford,Mustang,2018,120000,2.3,43860
BMW,X4,2016,174000,2.0,43500
Toyota,Camry,2019,100000,2.5,42500
JETOUR,X70 PLUS,2022,22071,1.5,28900
Honda,Insight,2010,346000,1.3,10300
Isuzu,NHR 55 E,2007,331000,2.8,8999
Volkswagen,Passat,2008,315000,1.8,9900
BMW,530,2005,340000,3.0,15400
LADA,(VAZ) Niva,2023,6000,1.7,25000
BMW,530,2019,110000,2.0,50000
BYD,Song L,2025,0,1.5,52300
LADA,(VAZ) 2107,2010,135117,1.6,7700
Baic,X55 II,2024,0,1.5,42900
Baic,X55 II,2024,0,1.5,42900
Mitsubishi,L200,2007,392000,2.5,23900
Hyundai,i30,2008,342000,1.6,11500
Tofas,Dogan,1997,160000,1.6,3500
Toyota,Land Cruiser Prado,2010,197000,2.7,29500
Changan,Uni-Z,2025,0,1.5,31800
Toyota,Camry,2021,89000,2.5,41900
Hyundai,Grandeur,2017,177000,2.2,31900
Mercedes,E 220 d,2018,110000,2.0,52000
Skoda,Kodiaq,2025,0,2.0,82900
VGV,U75 Plus,2025,7400,2.0,30000
Hyundai,Elantra,2017,72091,2.0,21800
Changan,Qiyuan Q07,2025,0,1.5,45900
Mercedes,E 350,2009,264014,3.5,26000
Mercedes,Vito 114,2018,268000,2.2,43500
Toyota,Corolla Verso,2002,245000,1.8,11600
Hyundai,Elantra,2016,128123,2.0,21800
Chevrolet,Equinox,2019,104211,1.5,21500
Mercedes,C 240,1999,325000,2.4,11000
Toyota,Camry,2021,98600,2.5,62000
BMW,840,2021,65682,3.0,110498
Toyota,Camry,2025,0,2.0,50660
Changan,K50 (Hunter),2025,0,2.0,50150
Land,Rover Range Rover,2015,180000,3.0,57630
Mercedes,E 240,1999,200000,2.4,12300
BYD,Destroyer 05,2025,0,1.5,22400
Mini,Cooper,2010,250000,1.6,11000
Nissan,Urvan,2008,359555,3.0,11500
Opel,Astra,1998,367300,1.8,8500
Toyota,RAV4,2004,384000,2.0,13800
Mercedes,C 300,2016,116300,2.0,37700
Changan,CS 55 Plus,2025,0,1.5,28800
Chevrolet,Cruze,2016,260000,1.4,15900
Hyundai,Elantra,2017,114000,1.6,23500
BMW,M3,2016,52000,3.0,76500
Toyota,Aqua,2016,75790,1.5,16800
Mercedes,E 240,2005,241000,2.6,12600
Chevrolet,Equinox,2018,112654,1.5,23800
Kia,Forte,2019,63000,2.0,23700
Honda,CR-V,2023,0,2.0,51510
Land,Rover Discovery,2011,178000,4.0,26000
BMW,430,2020,43800,2.0,50830
Mercedes,S 350,2007,205147,3.5,30000
Daewoo,Nexia,2010,443000,1.5,3400
Mitsubishi,Outlander,2019,62000,2.4,31900
BMW,528,2015,122000,2.0,34700
Changan,Qiyuan Q07,2025,0,1.5,40500
Chevrolet,Cruze,2015,266000,1.4,11900
Porsche,Cayenne GTS,2014,163000,4.8,45900
Hyundai,Elantra,2017,133800,2.0,21400
Mercedes,E 240,1998,345216,2.4,12400
Isuzu,ELF,2025,4000,2.5,105000
BMW,530,2018,160000,2.0,44500
Toyota,Corolla Fielder,2019,135000,1.5,21900
BMW,328,2015,140000,2.0,28500
Changan,Uni-V iDD,2023,22000,1.5,27500
Changan,Qiyuan Q07,2025,0,1.5,36550
Jeep,Wrangler,2023,67557,2.0,54740
Mercedes,Sprinter 517,2024,0,2.0,131446
Hyundai,Accent,2011,235940,1.6,15500
Volkswagen,Touareg,2008,222341,3.6,17700
Ford,Escape,2020,64000,1.5,23900
Kia,Ceed SW,2009,320000,1.6,11900
Toyota,RAV4,2020,115000,2.0,43500
BMW,X5,2016,191698,2.0,45900
BMW,X6 M,2011,208000,4.4,56500
DAF,105 XF,2013,968000,12,43500
Li,Auto L6,2025,0,1.5,78200
Land,Rover Range Rover,2015,80000,3.0,50660
LADA,(VAZ) Niva,2013,284970,1.7,9200
Hyundai,Sonata,2020,75000,2.0,37500
LADA,(VAZ) 2106,1984,98000,1.5,2500
BMW,528,2016,93000,2.0,32800
BYD,Destroyer 05,2025,0,1.5,23800
Chevrolet,Cruze,2013,338500,1.4,10900
Geely,Coolray,2024,11000,1.5,34000
Changan,Uni-Z,2025,0,1.5,27200
Toyota,Corolla Fielder,2016,192000,1.5,17000
Nissan,Note,2019,75000,1.2,18700
Changan,Qiyuan Q07,2025,0,1.5,31450
SEAT,Ibiza,2013,230000,1.4,9200
Jeep,Grand Cherokee,2014,279000,3.6,28500
Mercedes,E 320,2007,302000,3.0,19900
Haval,H6,2025,0,1.5,35000
BYD,Seal 05,2025,0,1.5,22800
LADA,(VAZ) 2107,2010,75000,1.6,6900
Mercedes,E 320,2004,315250,3.2,16300
Mercedes,190,1992,650000,2.3,3200
Kia,Sorento,2016,165000,2.0,32300
Toyota,Land Cruiser Prado,2008,204000,2.7,30000
Changan,Qiyuan Q07,2025,0,1.5,39800
DFSK,Glory 330 S Cargo,2024,0,1.5,24300
Toyota,Highlander,2012,85000,3.5,32500
Haval,Jolion,2023,17800,1.5,30000
Toyota,Corolla,2014,245264,1.8,19000
Hyundai,Santa Fe,2015,265000,2.2,32000
Ford,Tourneo Connect,2011,192000,1.8,14500
Infiniti,FX35,2006,219000,3.5,13700
Ford,Transit,2009,372000,2.4,22500
BMW,430,2016,172300,2.0,32000
Hyundai,Sonata,2021,55000,2.0,35500
BMW,X7,2023,58000,3.0,151300
Mercedes,Vito 111,2008,364900,2.2,19200
Kia,Morning,2016,98000,1.0,14500
Hyundai,Elantra,2017,81300,2.0,25300
Lexus,RX 350,2007,246000,3.5,16700
Baic,X7,2022,69000,1.5,34500
Hyundai,Tucson,2017,165149,1.6,28800
BMW,520,2017,160000,2.0,49980
BMW,740,2021,45000,3.0,100300
Kia,K3,2023,58000,1.6,29700
BYD,Destroyer 05,2025,0,1.5,22999
Ford,Fusion (North America),2015,179400,2.0,17500
Nissan,X-Trail,2004,241179,2.0,9900
Suzuki,Xbee,2017,153000,1.0,18300
Audi,Q7,2019,87000,2.0,54230
Hyundai,Santa Fe,2015,306000,2.0,25500
Chevrolet,Equinox,2019,78457,1.5,24200
Hyundai,Sonata,2017,180021,2.0,25900
Hyundai,i30,2008,265679,1.6,15000
BMW,528,2000,875444,2.8,11800
Ford,Transit,2010,150000,2.4,26600
Kia,Cerato,2011,194000,1.6,15900
Toyota,Camry,2012,197000,2.5,27700
Mercedes,G 63 AMG,2013,121000,5.5,95030
Polaris,RZR XP 1000,2022,540,10003,47700
GWM,(Great Wall Motor) Wey 80,2025,0,1.5,99000
BMW,X5,2024,10270,3.0,147050
Chevrolet,Cruze,2016,219000,1.4,14500
Toyota,Land Cruiser Prado,2004,370000,4.0,23200
Kia,Stinger,2018,160000,2.0,30000
Mercedes,E 220,2006,256000,2.2,21900
Lexus,LX 470,2006,250000,4.7,26900
Kia,Optima,2016,138000,2.0,23900
Hyundai,Accent,2010,237000,1.4,11400
Hyundai,Grandeur,2011,244785,3.0,23800
Hyundai,Santa Fe,2019,144444,2.2,40000
BYD,Destroyer 05,2025,0,1.5,24500
Kia,Rio,2013,212456,1.4,15800
Porsche,Panamera Turbo,2018,81000,4.0,152150
Hyundai,Santa Fe,2015,104000,2.0,31500
Hyundai,Sonata,2008,262000,2.4,17500
Hyundai,Sonata,2015,157000,2.0,22500
Fiat,Doblo,2015,302000,1.4,8700
Toyota,Land Cruiser,2010,206000,4.0,48000
Jeep,Grand Cherokee,2013,156000,3.6,26500
BMW,528,2014,177000,2.0,26500
Ford,Fiesta,2007,178000,1.4,6800
Chevrolet,Cruze,2017,209215,1.4,17500
BMW,528,2015,162000,2.0,29800
Nissan,Tiida,2011,114000,1.8,13900
Peugeot,Partner,2024,0,1.6,45200
Changan,Qiyuan A05,2025,0,1.5,27000
Hyundai,Grandeur,2012,189000,3.0,24700
Chevrolet,Cobalt,2025,80000,1.5,19900
Land,Rover RR Velar,2018,97000,2.0,55777
Porsche,Macan,2018,186000,2.0,45050
Jeep,Grand Cherokee,2014,107000,3.6,38930
BMW,530e,2021,40000,2.0,72250
Lexus,UX 250h,2022,65000,2.0,42498
Nissan,Note,2019,42000,1.2,15800
Hyundai,Grandeur,2018,140000,2.4,35777
Land,Rover RR Evoque,2013,216767,2.0,19000
Mercedes,Viano,2011,129868,3.5,37230
LADA,(VAZ) 2104,2011,40000,1.6,7000
Mercedes,E 300,2017,111600,2.0,46500
Changan,Uni-Z,2025,0,1.5,32000
Hyundai,Elantra,2011,200200,1.8,17600
Mercedes,C 200,2018,110000,1.5,46750
Mercedes,E 220,2000,460000,2.2,14600
Ford,Transit,2017,331000,2.2,33800
BMW,530e,2021,40000,2.0,72250
JAC,LD3A3,2024,0,2.2,41000
Chevrolet,Traverse,2011,273000,3.6,14500
Kia,Rio,2010,284000,1.4,13500
JAC,Ankai,2023,0,5.1,165000
Land,Rover Range Rover,2016,154000,3.0,70777
Toyota,Prius,2008,276000,1.5,11900
Hyundai,Elantra,2022,48000,2.0,35500
Kia,Sorento,2016,172000,2.0,35800
BMW,520,2012,163000,2.0,29500
Mercedes,ML 320 4MATIC,2001,261000,3.2,9800
Kia,Optima,2014,175000,2.0,23500
Mercedes,E 220,2015,289178,2.1,37400
Mercedes,E 200,1994,376420,2.0,17500
Land,Rover Range Rover,2014,170000,3.0,65960
Kia,Forte,2017,132000,2.0,23800
Ford,Transit,2009,283000,2.4,27800
Opel,Astra,1995,300000,1.6,6300
Mercedes,S 500,1999,255000,5.0,8500
Toyota,Yaris iA,2016,62000,1.5,18700
Volvo,FH 460,2012,968000,13,37000
Kia,Forte,2015,220480,2.0,19900
Chevrolet,Lacetti,2008,360000,1.6,7800
Mercedes,E 300 de,2022,10000,2.0,84150
Toyota,Highlander,2022,59000,2.5,79900
BYD,Leopard 5,2025,0,1.5,52190
Seres,Aito M9,2024,0,1.5,152660
Nissan,X-Trail,2008,102000,2.5,19099
Hyundai,Santa Fe,2020,84300,2.0,42900
Toyota,Prius,2013,300000,1.8,18500
JETOUR,X70 PLUS,2022,22071,1.5,28900
Mercedes,Vito,2010,190000,2.2,23000
Ford,Transit,2002,230000,2.5,16000
Changan,CS 55 Plus,2025,0,1.5,29600
Hyundai,Tucson,2023,9500,2.0,45900
LADA,(VAZ) 2106,1996,22000,1.6,3900
Ford,Transit,2011,355000,2.2,16800
Mercedes,C 180,1995,336000,1.8,7400
Mitsubishi,Pajero io,1999,353000,1.8,7000
Mercedes,190,1990,588569,2.0,3200
DFSK,C-35,2025,0,1.5,26700
Kia,Sportage,2014,184000,2.0,25800
Hyundai,Sonata,2011,213367,2.4,19400
BMW,X5,2015,182133,2.0,47000
Mercedes,C 300,2009,269000,3.0,16400
Toyota,Camry,2018,150000,2.5,37900
Kia,Sorento,2023,25000,1.6,64600
Chevrolet,Equinox,2021,72300,1.5,28400
Hyundai,Accent,2010,237000,1.4,11400
Chevrolet,Cruze,2016,104000,1.4,16500
Nissan,X-Trail,2025,0,2.5,72900
Hyundai,Santa Fe,2014,250000,2.0,26700
LADA,(VAZ) 2109,1996,238562,1.5,2400
Toyota,Camry,2025,0,2.5,71230
Hyundai,Elantra,2016,40000,2.0,25900
BYD,Destroyer 05,2025,0,1.5,22800
Changan,Qiyuan Q07,2025,0,1.5,47900
Toyota,Camry,2025,0,2.5,65450
M-Hero,917,2025,0,1.5,185300
Audi,A7,2015,128000,3.0,43350
Nissan,Note,2019,42000,1.2,15800
JETOUR,X70,2022,68000,1.5,24777
Ford,Transit,2011,605442,2.2,16500
Land,Rover Range Rover,2020,113191,3.0,104550
CFMOTO,250 NK,2024,3700,2503,4500
Mercedes,E 220,2000,246521,2.2,15800
Chevrolet,Cruze,2012,43288,1.4,12600
Land,Rover Range Rover,2016,147000,3.0,65960
Hyundai,Sonata,2009,348000,2.0,17600
Lexus,LX 470,2007,360000,4.7,23800
Toyota,Camry,2025,0,2.5,65450
Toyota,Land Cruiser,2010,184000,4.5,56100
Mercedes,C 200,1999,378154,2.0,11600
Opel,Zafira,2000,268000,1.8,8400
Hyundai,Azera,2024,0,1.6,67400
Hyundai,Santa Fe,2015,194000,2.0,27500
Opel,Astra,2002,247000,1.6,7900
Toyota,Corolla,2014,30330,1.6,23300
Kia,Rio,2020,112100,1.6,19800
Mercedes-Maybach,S 400,2023,8400,2.5,246500
Hyundai,Santa Fe,2017,44556,2.0,33300
Toyota,Camry,2016,230000,2.5,27900
Toyota,Prius,2008,273000,1.5,11900
Nissan,Tiida,2011,64000,1.5,14800
Changan,Uni-Z,2025,0,1.5,33000
Peugeot,Boxer,2025,0,2.2,64800
Hyundai,Sonata,2000,330866,2.0,3800
Audi,A5,2013,220000,2.0,21000
Mercedes,GL 400 4MATIC,2015,180000,3.0,47940
Toyota,Land Cruiser Prado,2003,317839,2.7,17800
Volvo,S90,2024,0,2.0,136538
BMW,530,2018,158000,2.0,45220
Chery,Tiggo 2 Pro Max,2025,0,1.5,30900
Toyota,Highlander,2024,0,2.5,104300
Audi,Q7,2025,0,2.0,156340
VGV,U75 Plus,2024,28500,2.0,29000
Mercedes,E 300,2019,120701,2.0,56950
Land,Rover Range Rover,2015,154000,3.0,67830
Kia,Cadenza,2014,239000,3.5,28900
Mercedes,E 220,2004,400000,2.2,10500
Maserati,Quattroporte,2012,79000,4.7,37400
Mercedes,E 300 de,2021,63000,2.0,87550
Nissan,Sunny,2008,213000,1.6,11500
LADA,(VAZ) Priora,2014,237000,1.6,9800
Kia,Forte,2015,129000,1.8,18800
Kia,Rio,2006,251045,1.5,9500
Jeep,Wrangler,2018,65000,2.0,61200
LADA,(VAZ) 2104,2007,90000,1.6,5200
LADA,(VAZ) 2107,2008,99999,1.6,4800
Hyundai,Sonata,2007,231680,2.0,8000
Chevrolet,Cruze,2014,269000,1.4,13800
Hyundai,Santa Fe,2018,100000,2.0,39500
Mercedes,C 220,1994,230852,2.2,6400
Hyundai,Accent,2016,66658,1.6,16800
Toyota,Corolla,2012,255000,1.4,19500
Chevrolet,Trax,2018,94000,1.4,17800
Changan,Uni-Z,2025,0,1.5,32600
Kia,Optima,2013,166406,2.0,20500
Mercedes,E 220,2000,322141,2.2,11400
Changan,Qiyuan Q07,2025,0,1.5,38600
Audi,A3,2014,85000,2.0,25160
Opel,Astra,2006,305250,1.3,7100
Mercedes,C 240,1997,445000,2.4,10200
Toyota,Camry,2008,232000,2.4,15800
JMC,Grand Avenue,2024,0,2.3,53500
Hyundai,Sonata,2018,67000,2.0,26500
Mercedes,C 300,2016,85000,2.0,36500
Changan,Qiyuan Q05,2025,0,1.5,25950
Changan,Deepal S7,2025,0,1.5,44030
Haval,H6,2025,0,1.5,45900
Mercedes,G 63 AMG,2022,12000,4.5,505844
Mazda,CX-5,2013,176000,2.0,14900
Mercedes,C 200,2003,376000,2.0,12500
Land,Rover Range Rover,2020,158000,3.0,103700
Mercedes,190,1990,588569,2.0,3200
Hyundai,Sonata,2010,250000,2.4,17600
Kia,Ceed,2008,294706,1.6,12700
Audi,A6,2015,108000,2.0,39100
BMW,328,2014,235000,2.0,6300
Hyundai,Elantra,2017,57000,2.0,22800
Mercedes,C 180,1999,366000,1.8,11700
Toyota,Land Cruiser,2013,178000,4.6,58500
Kia,Sorento,2015,188000,2.0,31900
Land,Rover RR Sport,2011,214000,3.0,29900
Lynk,& Co 06,2025,0,1.5,37900
Lynk,& Co 06,2025,0,1.5,37900
JMC,Grand Avenue,2024,0,2.3,53500
BMW,528,2016,125000,2.0,29000
Toyota,Corolla,2024,24500,1.8,30700
JMC,Vigus Plus,2024,0,2.0,43900
Changan,Qiyuan Q05,2025,0,1.5,28800
Changan,Uni-Z,2025,0,1.5,34900
Mercedes,E 320,2000,400000,3.2,17300
Changan,Qiyuan A05,2025,0,1.5,25600
Lynk,& Co 06,2025,0,1.5,39900
LADA,(VAZ) 2106,1995,44819,1.6,3000
LADA,(VAZ) Priora,2014,155000,1.6,12200
LADA,(VAZ) Niva,2023,14000,1.7,18900
Lynk,& Co 05,2025,0,2.0,67900
Hyundai,Elantra,2017,241402,2.0,17200
Lynk,& Co 05,2025,0,2.0,67900
Mercedes,E 300 de,2021,64000,2.0,82450
Mercedes,C 250,2014,196000,1.8,22500
Subaru,Outback,2024,0,2.5,78030
Chevrolet,Cruze,2014,290188,1.4,12600
Changan,Uni-Z,2025,0,1.5,33200
Royal,Enfield Hunter 350,2025,0,3503,6999
Kia,Sorento,2015,171000,2.0,32000
Hyundai,Grandeur,2016,170000,2.2,31900
Kia,Sorento,2014,200000,2.0,30000
Kia,Optima,2017,114260,2.0,25500
Jaguar,F-Pace,2017,110000,2.0,40400
Mercedes,C 300,2016,155000,2.0,33000
Jeep,Grand Cherokee,2022,15000,2.0,76500
BYD,Leopard 5,2025,0,1.5,78198
JMC,Grand Avenue,2025,0,2.3,63900
Mercedes,E 250,2015,209000,2.1,31500
BMW,X5,2018,105000,3.0,93500
Hyundai,Sonata,2020,51321,1.6,34900
Kia,Optima,2016,103000,2.0,23800
Mercedes,GL 320 4MATIC,2007,228049,3.0,25800
Chevrolet,Malibu,2019,159000,1.5,18500
Nissan,Tiida,2012,101873,1.5,12800
LADA,(VAZ) Niva,2023,11867,1.7,21000
Volkswagen,Passat,2023,42000,1.4,46900
Hyundai,Elantra,2015,108121,2.0,19700
Li,Auto L7,2025,0,1.5,92650
Mercedes,C 180,1999,322127,1.8,12500
Mercedes,E 350 e,2025,0,2.0,169003
JMC,Grand Avenue Pro,2025,0,2.3,75900
Mercedes,S 350,2011,197600,3.5,28500
Audi,A8,2019,127000,3.0,70000
Toyota,Camry,2018,173000,2.5,40500
Toyota,Corolla,2022,105212,1.8,25300
Yamaha,R15 V4,2025,4092,1503,6000
Toyota,Corolla,2024,24000,1.8,29700
Kia,Niro,2017,165000,1.6,24300
Toyota,Camry,2024,10500,2.5,60500
Changan,Qiyuan Q07,2025,0,1.5,40700
HOWO,Sinotruk,2024,0,10,115000
Hyundai,Tucson L,2025,0,2.0,47900
Yamaha,FZ-S Fi Hybrid,2025,0,1503,5399
Ford,Fusion (North America),2017,124895,1.5,18700
Ford,Transit,2008,256000,2.4,23600
Toyota,Prius,2011,249448,1.8,17900
Toyota,Yaris,2019,77000,1.5,19800
Land,Rover RR Evoque,2016,104200,2.0,31800
LADA,(VAZ) Niva,2023,6000,1.7,25000
Mercedes,ML 350,2013,242000,3.5,47600
Changan,Qiyuan A05,2025,0,1.5,27000
BMW,750e xDrive,2024,0,3.0,374000
Kia,Sorento,2015,129000,2.0,30000
Changan,Qiyuan A05,2024,0,1.5,25000
Nissan,X-Trail,2001,205000,2.0,10900
BMW,X5,2023,28000,3.0,139400
BMW,X7,2019,55000,3.0,106000
Hyundai,Tucson,2024,0,1.6,49900
Honda,Civic,2011,286000,1.5,13900
Wuling,Alvez,2025,0,1.5,33900
Li,Auto L6,2025,0,1.5,64600
LADA,(VAZ) 2107,2002,196588,1.6,4800
Wuling,Starlight S,2025,0,1.5,37900
Hyundai,Elantra,2017,197219,2.0,17900
BMW,330,2019,84800,2.0,37400
BMW,X5,2017,266000,2.0,67000
Land,Rover Range Rover,2019,202000,3.0,110500
Ford,Fusion (North America),2018,100000,1.5,21400
Toyota,Corolla Cross,2025,0,2.0,35700
BMW,328,1999,250000,2.8,9500
GWM,(Great Wall Motor) Poer,2024,0,2.0,50900
BYD,Seal 05,2025,0,1.5,23200
BMW,320,1993,340000,2.0,3888
Nissan,Primera,2005,241000,1.8,7800
Li,Auto L9,2025,0,1.5,119000
Land,Rover Range Rover,2023,46671,3.0,204000
Nissan,Note,2018,55000,1.2,16800
Chery,Tiggo 8 Pro e+,2025,0,1.5,54900
Hyundai,Santa Fe,2016,156000,2.0,33800
Kia,Cerato Koup,2011,247205,2.0,10700
Changan,Uni-Z,2025,0,1.5,32499
Hyundai,Sonata,2019,160000,2.0,39000
Mercedes,E 220,2007,346722,2.2,19000
Chevrolet,Cobalt,2023,14700,1.5,18000
BMW,530e,2024,4700,2.0,125630
Mercedes,C 300,2016,156000,2.0,32500
LADA,(VAZ) 2106,2005,36000,1.6,4500
BMW,525,2003,353000,2.5,12800
Changan,Uni-Z,2025,0,1.5,34000
Kia,Sportage,2012,165000,2.0,21500
Ford,Transit,2000,370000,2.5,14500
Mercedes,E 300,2017,68000,2.0,47500
Changan,Uni-Z,2025,0,1.5,32450
Ford,Transit,2006,372000,2.2,24500
Porsche,Cayenne,2018,55000,3.0,113900
Jeep,Cherokee,1993,280000,4.0,10900
Kia,Rio,2018,120000,1.6,19900
LADA,(VAZ) 2107,2008,81000,1.6,7500
DFSK,E5,2024,0,1.5,39900
C.Moto,CM400R-F8,2022,40,4003,5200
Hyundai,Staria,2024,0,2.2,66000
Mercedes,C 180,1997,320000,1.8,8400
Kia,Rio,2022,24898,1.4,26500
Ford,Transit,2010,380000,2.2,23900
Hyundai,Sonata,2007,268000,2.4,11400
Toyota,Aqua,2018,70000,1.5,17900
BYD,Seal 05,2025,0,1.5,22450
Chevrolet,Cruze,2015,238884,1.4,13200
BMW,X6,2009,199000,4.4,36500
Hyundai,Elantra,2024,0,1.6,36500
Baic,X7,2024,0,1.5,45900
JETOUR,T2,2024,28800,1.5,45800
Land,Rover Range Rover,2016,149000,3.0,65500
Audi,Q7,2024,0,2.0,148374
BMW,528,2014,277000,2.0,17999
Opel,Zafira,2003,389650,2.0,7000
Zontes,M310,2021,17350,3003,5900
Kia,Forte,2016,212000,1.8,17200
Ford,Transit,2010,175000,2.2,17500
Opel,Astra,2000,485000,1.8,4999
Hyundai,Santa Fe,2019,37015,2.0,41700
Nissan,Note,2019,37000,1.2,18500
